4KzfI3D3E4Sj4khfuceLi2;8792.0;rare groove;Faze-O;30
1o7zIbVAgDDHKijLVuLASg;29901.0;britpop|sheffield indie;Longpigs;40
6B9SjvZNSQZkeJDH17oBSO;28325.0;darkstep|german dnb|neurofunk;Current Value;38
497FibW7265st1H0UfpGb2;8762.0;classic soundtrack|disney|movie tunes;Oliver Wallace;44
54dqxLAclwu0QSaTwCyCaF;225886.0;italian adult pop|italian hip hop|italian indie pop|italian underground hip hop|r&b italiano|rap napoletano;Neffa;60
6fFCZZA5OrqiXFGPT7Na0v;420.0;-;Nikkita;28
7McDZo4Ggmx1nSdgki7E0s;532.0;-;Mackie Ranks;49
0hSFlp1k8zBeRq1EFeRv78;20038.0;hungarian hip hop;Killakikitt;40
0hIbJYhtDiMWxgMtXge4gl;49.0;-;Sangeetha Sreekanth;35
2mDlFcPtgXtLF1gEshEInh;162414.0;spanish new wave|spanish pop|spanish synthpop;Alaska Y Dinarama;58
7D8zLJp1Y5PcY0GWjF4eB0;214.0;bard;Aleksandr Dulov;12
1iqXhsjGeWi2Gje5q0mFYb;241154.0;wonky;xxyyxx;48
26QJQZDPDz8bb9cPqxhylg;38.0;detski pesnichki;Pim Pam;11
3BVPc9s4JXzM6O1InlLxED;5644.0;turkish trap pop;Mavi;53
4kLvhMAuCloLxoP1aVM7Lr;197124.0;soundtrack;Michael Giacchino;69
7dgrSH4XufRw3FlLYBMlgg;9327.0;classic hungarian pop;Hip Hop Boyz;35
